Name,Accepted name,Climate match,Naturalized in FL,FL noxious weed list,Federal noxious weed list,Naturalized somewhere,Weedy history,Global occurrences
Leontodon arcuatus,Taraxacum officinale,yes,yes,no,no,yes,yes,0
Leontodon arcuatus var. glaber,Taraxacum officinale,yes,yes,no,no,yes,yes,0
Leontodon arcuatus var. tomentosus,Taraxacum officinale,yes,yes,no,no,yes,yes,0
Leontodon corniculatus,Taraxacum officinale,yes,yes,no,no,yes,yes,0
Leontodon erythrospermum,Taraxacum officinale,yes,no,no,no,yes,yes,0
Leontodon erythrospermus,Taraxacum officinale,yes,yes,no,no,yes,yes,0
Leontodon glaucescens,Taraxacum officinale,yes,yes,no,no,yes,yes,1
Leontodon laevigatus,Taraxacum officinale,yes,yes,no,no,yes,yes,0
Leontodon latilobus,Taraxacum officinale,yes,yes,no,no,yes,yes,0
Leontodon mexicanus,Taraxacum officinale,yes,yes,no,no,yes,yes,0
Leontodon officinalis,Taraxacum officinale,yes,yes,no,no,yes,yes,1
Leontodon palustris,Taraxacum officinale,yes,yes,no,no,yes,yes,0
Leontodon taraxacoides,Taraxacum officinale,yes,yes,no,no,yes,yes,260
Leontodon taraxacum,Taraxacum officinale,yes,yes,no,no,yes,yes,1
Leontodon taraxacum subsp. laevigatus,Taraxacum officinale,yes,yes,no,no,yes,yes,0
Leontodon taraxacum subsp. officinalis,Taraxacum officinale,yes,yes,no,no,yes,yes,0
Leontodon taraxacum var. arenarius,Taraxacum officinale,yes,yes,no,no,yes,yes,0
Leontodon taraxacum var. genuinus,Taraxacum officinale,yes,yes,no,no,yes,yes,0
Leontodon taraxacum var. intermedius,Taraxacum officinale,yes,yes,no,no,yes,yes,0
Leontodon taraxacum var. laevigatus,Taraxacum officinale,yes,yes,no,no,yes,yes,0
Leontodon taraxacum var. palustris,Taraxacum officinale,yes,yes,no,no,yes,yes,0
Leontodon taraxacum var. vulgare,Taraxacum officinale,yes,yes,no,no,yes,yes,0
Leontodon vulgaris,Taraxacum officinale,yes,yes,no,no,yes,yes,0
Taraxacum abietifolium,Taraxacum officinale,yes,yes,no,no,yes,yes,41
Taraxacum acroglossoides,Taraxacum officinale,yes,yes,no,no,yes,yes,0
Taraxacum acroglossum,Taraxacum officinale,yes,yes,no,no,yes,yes,463
Taraxacum acroschistum,Taraxacum officinale,yes,yes,no,no,yes,yes,0
Taraxacum acutangulum,Taraxacum officinale,yes,yes,no,no,yes,yes,84
Taraxacum acutifidum,Taraxacum officinale,yes,yes,no,no,yes,yes,33
Taraxacum acutulum,Taraxacum officinale,yes,yes,no,no,yes,yes,0
Taraxacum acutum,Taraxacum officinale,yes,yes,no,no,yes,yes,3
Taraxacum aequabile,Taraxacum officinale,yes,yes,no,no,yes,yes,1
Taraxacum aequatum,Taraxacum officinale,yes,yes,no,no,yes,yes,0
Taraxacum aequilobum,Taraxacum officinale,yes,yes,no,no,yes,yes,1539
Taraxacum aequisectum,Taraxacum officinale,yes,yes,no,no,yes,yes,26
Taraxacum affine,Taraxacum officinale,yes,yes,no,no,yes,yes,1
Taraxacum agaurum,Taraxacum officinale,yes,yes,no,no,yes,yes,30
Taraxacum alatum,Taraxacum officinale,yes,yes,no,no,yes,yes,2550
Taraxacum amblycentrum,Taraxacum officinale,yes,yes,no,no,yes,yes,0
Taraxacum ammophilum,Taraxacum officinale,yes,yes,no,no,yes,yes,3
Taraxacum amoemum,Taraxacum officinale,yes,yes,no,no,yes,yes,0
Taraxacum amphilobum,Taraxacum officinale,yes,yes,no,no,yes,yes,10
Taraxacum amphiodon,Taraxacum officinale,yes,yes,no,no,yes,yes,0
Taraxacum amplum,Taraxacum officinale,yes,yes,no,no,yes,yes,1184
Taraxacum ancistrolobum,Taraxacum officinale,yes,yes,no,no,yes,yes,610
Taraxacum angermannicum,Taraxacum officinale,yes,yes,no,no,yes,yes,0
Taraxacum angustisectum,Taraxacum officinale,yes,yes,no,no,yes,yes,1
Taraxacum angustisquameum,Taraxacum officinale,yes,yes,no,no,yes,yes,1617
Taraxacum aphanochroum,Taraxacum officinale,yes,yes,no,no,yes,yes,114
Taraxacum ardisodon,Taraxacum officinale,yes,yes,no,no,yes,yes,0
Taraxacum armeniacum,Taraxacum officinale,yes,yes,no,no,yes,yes,0
Taraxacum arrhenii,Taraxacum officinale,yes,yes,no,no,yes,yes,60
Taraxacum atripictum,Taraxacum officinale,yes,yes,no,no,yes,yes,0
Taraxacum atroglaucum,Taraxacum officinale,yes,yes,no,no,yes,yes,1
Taraxacum atrosquamatum,Taraxacum officinale,yes,yes,no,no,yes,yes,0
Taraxacum atrovirens,Taraxacum officinale,yes,yes,no,no,yes,yes,0
Taraxacum attenuatum,Taraxacum officinale,yes,yes,no,no,yes,yes,0
Taraxacum aurosulum,Taraxacum officinale,yes,yes,no,no,yes,yes,89
Taraxacum austriacum,Taraxacum officinale,yes,yes,no,no,yes,yes,0
Taraxacum aznavourii,Taraxacum officinale,yes,yes,no,no,yes,yes,0
Taraxacum badium,Taraxacum officinale,yes,yes,no,no,yes,yes,0
Taraxacum beckeri,Taraxacum officinale,yes,yes,no,no,yes,yes,5
Taraxacum biformatum,Taraxacum officinale,yes,yes,no,no,yes,yes,55
Taraxacum biforme,Taraxacum officinale,yes,yes,no,no,yes,yes,306
Taraxacum borgvallii,Taraxacum officinale,yes,yes,no,no,yes,yes,358
Taraxacum brachycarpum,Taraxacum officinale,yes,yes,no,no,yes,yes,1
Taraxacum brachycranum,Taraxacum officinale,yes,yes,no,no,yes,yes,1
Taraxacum brachyglossum,Taraxacum officinale,yes,yes,no,no,yes,yes,1522
Taraxacum bracteatum,Taraxacum officinale,yes,yes,no,no,yes,yes,658
Taraxacum brakelii,Taraxacum officinale,yes,yes,no,no,yes,yes,2
Taraxacum braunblanquetii,Taraxacum officinale,yes,yes,no,no,yes,yes,0
Taraxacum brevisectum,Taraxacum officinale,yes,yes,no,no,yes,yes,6
Taraxacum brunneum,Taraxacum officinale,yes,yes,no,no,yes,yes,0
Taraxacum buttleri,Taraxacum officinale,yes,yes,no,no,yes,yes,1
Taraxacum callosum,Taraxacum officinale,yes,yes,no,no,yes,yes,0
Taraxacum caloschistum,Taraxacum officinale,yes,yes,no,no,yes,yes,287
Taraxacum campylodes,Taraxacum officinale,yes,yes,no,no,yes,yes,29370
Taraxacum campylum,Taraxacum officinale,yes,yes,no,no,yes,yes,0
Taraxacum canaliculatum,Taraxacum officinale,yes,yes,no,no,yes,yes,43
Taraxacum canophyllum,Taraxacum officinale,yes,yes,no,no,yes,yes,0
Taraxacum canorubens,Taraxacum officinale,yes,yes,no,no,yes,yes,11
Taraxacum canoviride,Taraxacum officinale,yes,yes,no,no,yes,yes,66
Taraxacum canulum,Taraxacum officinale,yes,yes,no,no,yes,yes,47
Taraxacum capnocarpum,Taraxacum officinale,yes,yes,no,no,yes,yes,0
Taraxacum castaneum,Taraxacum officinale,yes,yes,no,no,yes,yes,3
Taraxacum catalanum,Taraxacum officinale,yes,yes,no,no,yes,yes,15
Taraxacum caucasicum var. erythrospermum,Taraxacum officinale,yes,yes,no,no,yes,yes,0
Taraxacum caudulatum,Taraxacum officinale,yes,yes,no,no,yes,yes,0
Taraxacum caudulatum,Taraxacum officinale,yes,yes,no,no,yes,yes,0
Taraxacum chlorellum,Taraxacum officinale,yes,yes,no,no,yes,yes,0
Taraxacum chlorodes,Taraxacum officinale,yes,yes,no,no,yes,yes,7
Taraxacum chloroleucum,Taraxacum officinale,yes,yes,no,no,yes,yes,0
Taraxacum chloroticum,Taraxacum officinale,yes,yes,no,no,yes,yes,8
Taraxacum christiansenii,Taraxacum officinale,yes,yes,no,no,yes,yes,61
Taraxacum ciliatum,Taraxacum officinale,yes,yes,no,no,yes,yes,12
Taraxacum commixtum,Taraxacum officinale,yes,yes,no,no,yes,yes,168
Taraxacum commutatum,Taraxacum officinale,yes,yes,no,no,yes,yes,0
Taraxacum comtulum,Taraxacum officinale,yes,yes,no,no,yes,yes,71
Taraxacum convexum,Taraxacum officinale,yes,yes,no,no,yes,yes,3
Taraxacum copidophyllum,Taraxacum officinale,yes,yes,no,no,yes,yes,401
Taraxacum cordatum,Taraxacum officinale,yes,yes,no,no,yes,yes,1343
Taraxacum corniculatum,Taraxacum officinale,yes,yes,no,no,yes,yes,3
Taraxacum crispifolium,Taraxacum officinale,yes,yes,no,no,yes,yes,37
Taraxacum croceiflorum,Taraxacum officinale,yes,yes,no,no,yes,yes,602
Taraxacum croceum subsp. repletum,Taraxacum officinale,yes,yes,no,no,yes,yes,0
Taraxacum curvidens,Taraxacum officinale,yes,yes,no,no,yes,yes,0
Taraxacum cyanolepis,Taraxacum officinale,yes,yes,no,no,yes,yes,517
Taraxacum cyclocentrum,Taraxacum officinale,yes,yes,no,no,yes,yes,1
Taraxacum dahlii,Taraxacum officinale,yes,yes,no,no,yes,yes,23
Taraxacum dahlstedtii,Taraxacum officinale,yes,yes,no,no,yes,yes,230
Taraxacum danubium,Taraxacum officinale,yes,yes,no,no,yes,yes,5
Taraxacum davidssonii,Taraxacum officinale,yes,yes,no,no,yes,yes,0
Taraxacum decipiens,Taraxacum officinale,yes,yes,no,no,yes,yes,418
Taraxacum decorum,Taraxacum officinale,yes,yes,no,no,yes,yes,0
Taraxacum degelii,Taraxacum officinale,yes,yes,no,no,yes,yes,13
Taraxacum dens-leonis,Taraxacum officinale,yes,yes,no,no,yes,yes,73
Taraxacum dens-leonis var. commune,Taraxacum officinale,yes,yes,no,no,yes,yes,0
Taraxacum dens-leonis var. laevigatum,Taraxacum officinale,yes,yes,no,no,yes,yes,0
Taraxacum dens-leonis var. officinale,Taraxacum officinale,yes,yes,no,no,yes,yes,0
Taraxacum densiflorum,Taraxacum officinale,yes,yes,no,no,yes,yes,0
Taraxacum densilobum,Taraxacum officinale,yes,yes,no,no,yes,yes,39
Taraxacum dentosum,Taraxacum officinale,yes,yes,no,no,yes,yes,137
Taraxacum detonsum,Taraxacum officinale,yes,yes,no,no,yes,yes,7
Taraxacum devians,Taraxacum officinale,yes,yes,no,no,yes,yes,1
Taraxacum dilaceratum,Taraxacum officinale,yes,yes,no,no,yes,yes,115
Taraxacum dilatatum,Taraxacum officinale,yes,yes,no,no,yes,yes,265
Taraxacum dilutisquameum,Taraxacum officinale,yes,yes,no,no,yes,yes,15
Taraxacum disseminatum,Taraxacum officinale,yes,yes,no,no,yes,yes,139
Taraxacum dissimile,Taraxacum officinale,yes,yes,no,no,yes,yes,76
Taraxacum diversiflorum,Taraxacum officinale,yes,yes,no,no,yes,yes,0
Taraxacum divulsum,Taraxacum officinale,yes,yes,no,no,yes,yes,1
Taraxacum ducommunii,Taraxacum officinale,yes,yes,no,no,yes,yes,0
Taraxacum dunense,Taraxacum officinale,yes,yes,no,no,yes,yes,60
Taraxacum duplidens,Taraxacum officinale,yes,yes,no,no,yes,yes,25
Taraxacum ekmanii,Taraxacum officinale,yes,yes,no,no,yes,yes,1233
Taraxacum elongatifrons,Taraxacum officinale,yes,yes,no,no,yes,yes,1
Taraxacum erythrospermum,Taraxacum officinale,yes,yes,no,no,yes,yes,10287
Taraxacum erythrospermum subsp. brachyglossum,Taraxacum officinale,yes,yes,no,no,yes,yes,0
Taraxacum erythrospermum subsp. friesii,Taraxacum officinale,yes,yes,no,no,yes,yes,0
Taraxacum erythrospermum subsp. gotlandicum,Taraxacum officinale,yes,yes,no,no,yes,yes,0
Taraxacum erythrospermum subsp. lacistophyllum,Taraxacum officinale,yes,yes,no,no,yes,yes,0
Taraxacum erythrospermum subsp. laetum,Taraxacum officinale,yes,yes,no,no,yes,yes,0
Taraxacum erythrospermum subsp. marginatum,Taraxacum officinale,yes,yes,no,no,yes,yes,0
Taraxacum erythrospermum subsp. proximum,Taraxacum officinale,yes,yes,no,no,yes,yes,0
Taraxacum erythrospermum subsp. rubicundum,Taraxacum officinale,yes,yes,no,no,yes,yes,0
Taraxacum erythrospermum subsp. tenuilobum,Taraxacum officinale,yes,yes,no,no,yes,yes,0
Taraxacum eurylobum,Taraxacum officinale,yes,yes,no,no,yes,yes,4
Taraxacum expallidiforme,Taraxacum officinale,yes,yes,no,no,yes,yes,958
Taraxacum explicatum,Taraxacum officinale,yes,yes,no,no,yes,yes,27
Taraxacum falcatum,Taraxacum officinale,yes,yes,no,no,yes,yes,133
Taraxacum falciferum,Taraxacum officinale,yes,yes,no,no,yes,yes,0
Taraxacum fasciatum,Taraxacum officinale,yes,yes,no,no,yes,yes,1727
Taraxacum firmulifolium,Taraxacum officinale,yes,yes,no,no,yes,yes,0
Taraxacum firmum,Taraxacum officinale,yes,yes,no,no,yes,yes,10
Taraxacum flexile,Taraxacum officinale,yes,yes,no,no,yes,yes,1
Taraxacum florstroemii,Taraxacum officinale,yes,yes,no,no,yes,yes,129
Taraxacum friesii,Taraxacum officinale,yes,yes,no,no,yes,yes,79
Taraxacum fulviforme,Taraxacum officinale,yes,yes,no,no,yes,yes,165
Taraxacum fulvum,Taraxacum officinale,yes,yes,no,no,yes,yes,453
Taraxacum fulvum subsp. brachycranum,Taraxacum officinale,yes,yes,no,no,yes,yes,0
Taraxacum fusciceps,Taraxacum officinale,yes,yes,no,no,yes,yes,0
Taraxacum galbaniforme,Taraxacum officinale,yes,yes,no,no,yes,yes,4
Taraxacum gallicum,Taraxacum officinale,yes,yes,no,no,yes,yes,0
Taraxacum gasparinii,Taraxacum officinale,yes,yes,no,no,yes,yes,0
Taraxacum gasparinii,Taraxacum officinale,yes,yes,no,no,yes,yes,0
Taraxacum geminatum,Taraxacum officinale,yes,yes,no,no,yes,yes,443
Taraxacum gibberum,Taraxacum officinale,yes,yes,no,no,yes,yes,4
Taraxacum glaucescens,Taraxacum officinale,yes,yes,no,no,yes,yes,0
Taraxacum glauciniforme,Taraxacum officinale,yes,yes,no,no,yes,yes,17
Taraxacum glaucinum,Taraxacum officinale,yes,yes,no,no,yes,yes,213
Taraxacum glossocentrum,Taraxacum officinale,yes,yes,no,no,yes,yes,121
Taraxacum gotlandicum,Taraxacum officinale,yes,yes,no,no,yes,yes,644
Taraxacum gracilens,Taraxacum officinale,yes,yes,no,no,yes,yes,29
Taraxacum gracillimum,Taraxacum officinale,yes,yes,no,no,yes,yes,1
Taraxacum granvinense,Taraxacum officinale,yes,yes,no,no,yes,yes,3
Taraxacum grootii,Taraxacum officinale,yes,yes,no,no,yes,yes,0
Taraxacum haematicum,Taraxacum officinale,yes,yes,no,no,yes,yes,665
Taraxacum haematiforme,Taraxacum officinale,yes,yes,no,no,yes,yes,0
Taraxacum haematiforme,Taraxacum officinale,yes,yes,no,no,yes,yes,0
Taraxacum haematopus,Taraxacum officinale,yes,yes,no,no,yes,yes,28
Taraxacum hamatum,Taraxacum officinale,yes,yes,no,no,yes,yes,2075
Taraxacum haraldii,Taraxacum officinale,yes,yes,no,no,yes,yes,1
Taraxacum hastatum,Taraxacum officinale,yes,yes,no,no,yes,yes,0
Taraxacum helvicarpum,Taraxacum officinale,yes,yes,no,no,yes,yes,0
Taraxacum hemicyclum,Taraxacum officinale,yes,yes,no,no,yes,yes,1607
Taraxacum hepaticolor,Taraxacum officinale,yes,yes,no,no,yes,yes,6
Taraxacum heterophyllum,Taraxacum officinale,yes,yes,no,no,yes,yes,96
Taraxacum hispanicum,Taraxacum officinale,yes,yes,no,no,yes,yes,31
Taraxacum holmboei,Taraxacum officinale,yes,yes,no,no,yes,yes,1
Taraxacum huelphersianum,Taraxacum officinale,yes,yes,no,no,yes,yes,67
Taraxacum insigne,Taraxacum officinale,yes,yes,no,no,yes,yes,173
Taraxacum intercedens,Taraxacum officinale,yes,yes,no,no,yes,yes,591
Taraxacum intermedium,Taraxacum officinale,yes,yes,no,no,yes,yes,233
Taraxacum interruptum,Taraxacum officinale,yes,yes,no,no,yes,yes,214
Taraxacum interveniens,Taraxacum officinale,yes,yes,no,no,yes,yes,777
Taraxacum intricatum,Taraxacum officinale,yes,yes,no,no,yes,yes,1
Taraxacum involucratum,Taraxacum officinale,yes,yes,no,no,yes,yes,201
Taraxacum islandicum,Taraxacum officinale,yes,yes,no,no,yes,yes,12
Taraxacum isophyllum,Taraxacum officinale,yes,yes,no,no,yes,yes,1073
Taraxacum isthmicola,Taraxacum officinale,yes,yes,no,no,yes,yes,75
Taraxacum kittilense,Taraxacum officinale,yes,yes,no,no,yes,yes,0
Taraxacum kjellmannii,Taraxacum officinale,yes,yes,no,no,yes,yes,0
Taraxacum kurdiciforme,Taraxacum officinale,yes,yes,no,no,yes,yes,1
Taraxacum kurdicum,Taraxacum officinale,yes,yes,no,no,yes,yes,0
Taraxacum laciniosifrons,Taraxacum officinale,yes,yes,no,no,yes,yes,94
Taraxacum laciniosum,Taraxacum officinale,yes,yes,no,no,yes,yes,47
Taraxacum lacinulatum,Taraxacum officinale,yes,yes,no,no,yes,yes,259
Taraxacum lacistophylloides,Taraxacum officinale,yes,yes,no,no,yes,yes,190
Taraxacum lacistophyllum,Taraxacum officinale,yes,yes,no,no,yes,yes,951
Taraxacum laeticolor,Taraxacum officinale,yes,yes,no,no,yes,yes,204
Taraxacum laetiforme,Taraxacum officinale,yes,yes,no,no,yes,yes,6
Taraxacum laetifrons,Taraxacum officinale,yes,yes,no,no,yes,yes,0
Taraxacum laetum,Taraxacum officinale,yes,yes,no,no,yes,yes,848
Taraxacum laevigatum,Taraxacum officinale,yes,yes,no,no,yes,yes,3400
Taraxacum laevigatum var. coloratum,Taraxacum officinale,yes,yes,no,no,yes,yes,0
Taraxacum laevigatum var. decipiens,Taraxacum officinale,yes,yes,no,no,yes,yes,0
Taraxacum laevigatum var. erythrospermum,Taraxacum officinale,yes,yes,no,no,yes,yes,0
Taraxacum laevigatum var. normale,Taraxacum officinale,yes,yes,no,no,yes,yes,0
Taraxacum laevigatum var. pindicola,Taraxacum officinale,yes,yes,no,no,yes,yes,0
Taraxacum langeanum,Taraxacum officinale,yes,yes,no,no,yes,yes,560
Taraxacum latilobum,Taraxacum officinale,yes,yes,no,no,yes,yes,4
Taraxacum latisectum,Taraxacum officinale,yes,yes,no,no,yes,yes,48
Taraxacum latispinum,Taraxacum officinale,yes,yes,no,no,yes,yes,0
Taraxacum latispinum,Taraxacum officinale,yes,yes,no,no,yes,yes,0
Taraxacum latissimum,Taraxacum officinale,yes,yes,no,no,yes,yes,353
Taraxacum leontodon,Taraxacum officinale,yes,yes,no,no,yes,yes,0
Taraxacum lepidum,Taraxacum officinale,yes,yes,no,no,yes,yes,61
Taraxacum leptaleum,Taraxacum officinale,yes,yes,no,no,yes,yes,3
Taraxacum leptocarpum,Taraxacum officinale,yes,yes,no,no,yes,yes,1
Taraxacum leptodon,Taraxacum officinale,yes,yes,no,no,yes,yes,355
Taraxacum limbatum,Taraxacum officinale,yes,yes,no,no,yes,yes,607
Taraxacum linguatifrons,Taraxacum officinale,yes,yes,no,no,yes,yes,49
Taraxacum linguatum,Taraxacum officinale,yes,yes,no,no,yes,yes,8
Taraxacum lingulatum,Taraxacum officinale,yes,yes,no,no,yes,yes,1453
Taraxacum longisectum,Taraxacum officinale,yes,yes,no,no,yes,yes,2
Taraxacum longisquameum,Taraxacum officinale,yes,yes,no,no,yes,yes,942
Taraxacum lucidum,Taraxacum officinale,yes,yes,no,no,yes,yes,309
Taraxacum lunare,Taraxacum officinale,yes,yes,no,no,yes,yes,22
Taraxacum luxurians,Taraxacum officinale,yes,yes,no,no,yes,yes,0
Taraxacum macranthum,Taraxacum officinale,yes,yes,no,no,yes,yes,0
Taraxacum macrolepium,Taraxacum officinale,yes,yes,no,no,yes,yes,0
Taraxacum maculatum,Taraxacum officinale,yes,yes,no,no,yes,yes,78
Taraxacum magnobliquum,Taraxacum officinale,yes,yes,no,no,yes,yes,0
Taraxacum magnolevigatum,Taraxacum officinale,yes,yes,no,no,yes,yes,2
Taraxacum mailleferi,Taraxacum officinale,yes,yes,no,no,yes,yes,0
Taraxacum marginatum,Taraxacum officinale,yes,yes,no,no,yes,yes,224
Taraxacum marginellum,Taraxacum officinale,yes,yes,no,no,yes,yes,640
Taraxacum marklundii,Taraxacum officinale,yes,yes,no,no,yes,yes,120
Taraxacum maurophyllum,Taraxacum officinale,yes,yes,no,no,yes,yes,12
Taraxacum melanthoides,Taraxacum officinale,yes,yes,no,no,yes,yes,40
Taraxacum mexicanum,Taraxacum officinale,yes,yes,no,no,yes,yes,6
Taraxacum microlobum,Taraxacum officinale,yes,yes,no,no,yes,yes,52
Taraxacum mimulum,Taraxacum officinale,yes,yes,no,no,yes,yes,198
Taraxacum miniatum,Taraxacum officinale,yes,yes,no,no,yes,yes,7
Taraxacum molybdinum,Taraxacum officinale,yes,yes,no,no,yes,yes,10
Taraxacum monspeliense,Taraxacum officinale,yes,yes,no,no,yes,yes,1
Taraxacum montesignum,Taraxacum officinale,yes,yes,no,no,yes,yes,6
Taraxacum mucronatiforme,Taraxacum officinale,yes,yes,no,no,yes,yes,0
Taraxacum mucronatum,Taraxacum officinale,yes,yes,no,no,yes,yes,49
Taraxacum multidentatum,Taraxacum officinale,yes,yes,no,no,yes,yes,3
Taraxacum multilobum,Taraxacum officinale,yes,yes,no,no,yes,yes,126
Taraxacum mundum,Taraxacum officinale,yes,yes,no,no,yes,yes,0
Taraxacum myvatnense,Taraxacum officinale,yes,yes,no,no,yes,yes,0
Taraxacum naeviferum,Taraxacum officinale,yes,yes,no,no,yes,yes,0
Taraxacum nemorum,Taraxacum officinale,yes,yes,no,no,yes,yes,11
Taraxacum neokurdicum,Taraxacum officinale,yes,yes,no,no,yes,yes,0
Taraxacum obliquilobum,Taraxacum officinale,yes,yes,no,no,yes,yes,1273
Taraxacum oblongatum,Taraxacum officinale,yes,yes,no,no,yes,yes,353
Taraxacum obscurans,Taraxacum officinale,yes,yes,no,no,yes,yes,6
Taraxacum obscuratum,Taraxacum officinale,yes,yes,no,no,yes,yes,0
Taraxacum obtusulum,Taraxacum officinale,yes,yes,no,no,yes,yes,19
Taraxacum occidentale,Taraxacum officinale,yes,yes,no,no,yes,yes,8
Taraxacum officinale,Taraxacum officinale,yes,yes,no,no,yes,yes,213672
Taraxacum officinale forma gibbiferum,Taraxacum officinale,yes,yes,no,no,yes,yes,0
Taraxacum officinale subsp. ostenfeldii,Taraxacum officinale,yes,yes,no,no,yes,yes,0
Taraxacum officinale subsp. patens,Taraxacum officinale,yes,yes,no,no,yes,yes,0
Taraxacum officinale subsp. speciosum,Taraxacum officinale,yes,yes,no,no,yes,yes,0
Taraxacum officinale subsp. tenebricans,Taraxacum officinale,yes,yes,no,no,yes,yes,0
Taraxacum officinale subsp. vulgare,Taraxacum officinale,yes,yes,no,no,yes,yes,6
Taraxacum officinale var. collinum,Taraxacum officinale,yes,yes,no,no,yes,yes,0
Taraxacum officinale var. compactum,Taraxacum officinale,yes,yes,no,no,yes,yes,0
Taraxacum officinale var. corniculatum,Taraxacum officinale,yes,yes,no,no,yes,yes,0
Taraxacum officinale var. divaricatum,Taraxacum officinale,yes,yes,no,no,yes,yes,0
Taraxacum officinale var. erythrospermum,Taraxacum officinale,yes,yes,no,no,yes,yes,0
Taraxacum officinale var. genuinum,Taraxacum officinale,yes,yes,no,no,yes,yes,0
Taraxacum officinale var. glaucescens,Taraxacum officinale,yes,yes,no,no,yes,yes,0
Taraxacum officinale var. intermedium,Taraxacum officinale,yes,yes,no,no,yes,yes,0
Taraxacum officinale var. lacerum,Taraxacum officinale,yes,yes,no,no,yes,yes,0
Taraxacum officinale var. laevigatum,Taraxacum officinale,yes,yes,no,no,yes,yes,2
Taraxacum officinale var. opacum,Taraxacum officinale,yes,yes,no,no,yes,yes,0
Taraxacum officinale var. ostenfeldii,Taraxacum officinale,yes,yes,no,no,yes,yes,0
Taraxacum officinale var. palustre,Taraxacum officinale,yes,yes,no,no,yes,yes,1
Taraxacum officinale var. patulum,Taraxacum officinale,yes,yes,no,no,yes,yes,0
Taraxacum officinale var. pratense,Taraxacum officinale,yes,yes,no,no,yes,yes,0
Taraxacum officinale var. stenolepis,Taraxacum officinale,yes,yes,no,no,yes,yes,0
Taraxacum officinale var. taraxacoides,Taraxacum officinale,yes,yes,no,no,yes,yes,0
Taraxacum officinale var. typicum,Taraxacum officinale,yes,yes,no,no,yes,yes,0
Taraxacum officinale var. uncinatum,Taraxacum officinale,yes,yes,no,no,yes,yes,0
Taraxacum officinale var. ungulatum,Taraxacum officinale,yes,yes,no,no,yes,yes,0
Taraxacum officinarum,Taraxacum officinale,yes,yes,no,no,yes,yes,0
Taraxacum olitorium,Taraxacum officinale,yes,yes,no,no,yes,yes,8
Taraxacum oncolobum,Taraxacum officinale,yes,yes,no,no,yes,yes,0
Taraxacum onychodontum,Taraxacum officinale,yes,yes,no,no,yes,yes,13
